,Ind_ID,Gender,Car_owner,Property_owner,Children,Annual_income,Type_income,Education,Marital_status,Housing_type,Age,Employed_since,Type_occupation,Family_members,label
495,5126612,F,Y,N,0,180000.0,Pensioner,Secondary,Widow,House / apartment,56.0,0.0,Other,1,0
496,5132264,F,N,N,0,144000.0,Working,Secondary,Married,House / apartment,44.0,6.0,Laborers,2,0
497,5142136,F,N,N,2,144000.0,Working,Secondary,Married,House / apartment,47.0,14.0,Medicine staff,4,0
498,5088163,F,N,Y,0,270000.0,Working,Secondary,Not married,House / apartment,35.0,3.0,Core staff,1,0
499,5146086,M,N,N,0,148500.0,Working,Secondary,Not married,Municipal apartment,39.0,3.0,Laborers,1,0
500,5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,17.0,Medicine staff,4,0
501,5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,25.0,2.0,Sales staff,2,0
502,5025020,F,N,Y,0,148500.0,Pensioner,Secondary,Married,House / apartment,59.0,0.0,Other,2,0
503,5118270,F,N,N,0,99000.0,Working,Secondary,Married,With parents,54.0,15.0,Medicine staff,2,0
504,5095324,F,N,Y,0,315000.0,Pensioner,Secondary,Widow,House / apartment,63.0,0.0,Other,1,0
505,5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,41.0,0.0,Accountants,3,0
506,5148792,F,N,Y,0,202500.0,Commercial associate,Secondary,Widow,House / apartment,48.0,15.0,Managers,1,0
507,5062031,F,Y,Y,0,225000.0,Working,Higher education,Not married,House / apartment,27.0,2.0,Other,1,0
508,5088836,F,N,Y,0,612000.0,State servant,Secondary,Married,House / apartment,34.0,10.0,Accountants,2,0
509,5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,58.0,13.0,Core staff,2,0
510,5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Not married,Municipal apartment,65.0,0.0,Other,1,0
511,5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,47.0,8.0,Medicine staff,1,0
512,5086060,F,N,Y,0,135000.0,State servant,Secondary,Married,House / apartment,56.0,26.0,Core staff,2,0
513,5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,39.0,4.0,Core staff,2,0
514,5067419,F,N,Y,0,144000.0,Pensioner,Secondary,Married,House / apartment,64.0,0.0,Other,2,0
515,5041307,F,Y,Y,0,90000.0,Pensioner,Secondary,Married,House / apartment,63.0,0.0,Other,2,0
516,5146401,F,N,Y,0,112500.0,Working,Secondary,Separated,House / apartment,54.0,6.0,Cleaning staff,1,0
517,5105137,F,N,Y,0,112500.0,Working,Secondary,Not married,House / apartment,27.0,3.0,Laborers,1,0
518,5053388,F,N,Y,0,135000.0,Working,Secondary,Civil marriage,House / apartment,45.0,27.0,Managers,2,0
519,5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,27.0,5.0,Other,2,0
520,5113082,F,N,Y,1,112500.0,Working,Higher education,Not married,House / apartment,42.0,3.0,Core staff,2,0
521,5052755,M,N,Y,0,225000.0,Working,Secondary,Civil marriage,House / apartment,29.0,3.0,Managers,2,0
522,5092436,F,Y,Y,0,112500.0,Pensioner,Secondary,Married,House / apartment,55.0,0.0,Other,2,0
523,5022243,F,N,Y,0,202500.0,Working,Secondary,Married,House / apartment,42.0,23.0,High skill tech staff,2,0
524,5113020,M,Y,Y,0,202500.0,State servant,Secondary,Married,House / apartment,40.0,6.0,Core staff,2,0
525,5058267,M,N,N,1,225000.0,Commercial associate,Secondary,Married,With parents,49.0,5.0,Drivers,3,0
526,5037247,M,Y,Y,2,112500.0,Working,Secondary,Married,House / apartment,33.0,3.0,Laborers,4,0
527,5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary,Civil marriage,House / apartment,34.0,7.0,High skill tech staff,3,0
528,5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,41.0,7.0,Other,2,0
529,5091778,M,N,Y,2,112500.0,Commercial associate,Secondary,Married,House / apartment,30.0,3.0,Laborers,4,0
530,5038569,M,Y,Y,0,202500.0,Working,Secondary,Married,House / apartment,55.0,1.0,Laborers,2,0
531,5069169,M,Y,Y,0,135000.0,Working,Secondary,Married,House / apartment,28.0,3.0,Sales staff,2,0
532,5065820,M,Y,Y,1,157500.0,Working,Secondary,Married,House / apartment,44.0,6.0,Laborers,3,0
533,5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,42.0,6.0,Secretaries,4,0
534,5097134,M,Y,Y,0,157500.0,Working,Secondary,Married,House / apartment,31.0,7.0,Drivers,2,0
535,5097106,F,N,Y,0,193500.0,Working,Secondary,Married,House / apartment,58.0,31.0,Other,2,0
536,5099877,F,Y,Y,0,103500.0,Pensioner,Secondary,Married,House / apartment,59.0,0.0,Other,2,0
537,5033884,M,Y,Y,0,90000.0,Working,Secondary,Married,House / apartment,55.0,3.0,Core staff,2,0
538,5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,37.0,8.0,Managers,2,0
539,5010412,F,N,Y,0,202500.0,Pensioner,Secondary,Married,House / apartment,60.0,0.0,Other,2,0
540,5091144,M,Y,N,0,225000.0,Working,Secondary,Married,House / apartment,30.0,4.0,Other,2,0
541,5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,60.0,2.0,Security staff,2,0
542,5126142,M,Y,N,2,202500.0,Working,Secondary,Married,House / apartment,44.0,10.0,Laborers,4,0
543,5067020,F,Y,Y,1,247500.0,Working,Secondary,Civil marriage,House / apartment,47.0,3.0,Laborers,3,0
544,5061076,M,Y,N,0,157500.0,State servant,Secondary,Married,House / apartment,41.0,9.0,Other,2,0
545,5126527,F,N,N,0,225000.0,State servant,Secondary,Married,With parents,34.0,1.0,Medicine staff,2,0
546,5078931,M,N,N,0,112500.0,Commercial associate,Secondary,Not married,Municipal apartment,43.0,1.0,Laborers,1,0
547,5125471,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,48.0,5.0,Other,3,0
548,5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary,Married,House / apartment,27.0,0.0,Drivers,3,0
549,5042097,F,N,N,1,108000.0,Working,Secondary,Separated,House / apartment,39.0,11.0,Other,2,0
550,5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,47.0,4.0,Managers,2,0
551,5089137,F,Y,N,0,202500.0,Commercial associate,Secondary,Civil marriage,With parents,39.0,15.0,Other,2,0
552,5065601,M,N,Y,0,157500.0,Commercial associate,Secondary,Married,House / apartment,57.0,3.0,Laborers,2,0
553,5112833,F,N,Y,1,90000.0,Working,Secondary,Separated,With parents,36.0,3.0,Sales staff,2,0
554,5024636,F,N,Y,0,191399.33,Working,Secondary,Married,House / apartment,55.0,3.0,Other,2,0
555,5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,46.0,8.0,Laborers,4,0
556,5065763,F,N,Y,0,90000.0,Working,Secondary,Not married,House / apartment,40.0,2.0,Other,1,0
557,5089269,F,N,N,0,72000.0,Working,Secondary,Not married,House / apartment,52.0,4.0,Cleaning staff,1,0
558,5061207,M,Y,Y,14,225000.0,Working,Secondary,Separated,House / apartment,49.0,5.0,Drivers,15,0
559,5028684,M,N,Y,0,157500.0,Working,Secondary,Married,House / apartment,26.0,8.0,Laborers,2,0
560,5028737,M,N,Y,0,360000.0,Commercial associate,Secondary,Married,House / apartment,34.0,11.0,Managers,2,0
561,5113406,M,Y,Y,0,450000.0,Commercial associate,Higher education,Not married,House / apartment,30.0,2.0,Sales staff,1,0
562,5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,33.0,1.0,Sales staff,2,0
563,5045992,F,N,Y,0,157500.0,Commercial associate,Secondary,Married,House / apartment,42.0,12.0,Laborers,2,0
564,5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,49.0,3.0,Laborers,2,0
565,5024586,F,Y,Y,2,315000.0,State servant,Secondary,Married,House / apartment,34.0,3.0,Managers,4,0
566,5090701,F,N,N,0,594000.0,Pensioner,Higher education,Not married,Municipal apartment,48.0,0.0,Other,1,0
567,5091929,F,Y,N,0,135000.0,Working,Secondary,Married,House / apartment,50.0,2.0,Other,2,0
568,5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,48.0,3.0,Core staff,2,0
569,5114114,M,Y,N,0,157500.0,Working,Secondary,Separated,House / apartment,47.0,2.0,Security staff,1,0
570,5142579,F,Y,Y,1,234000.0,Working,Secondary,Not married,House / apartment,57.0,8.0,Other,2,0
571,5046035,F,Y,Y,0,99000.0,Pensioner,Secondary,Civil marriage,House / apartment,59.0,0.0,Other,2,0
572,5050756,M,Y,N,0,225000.0,Commercial associate,Secondary,Married,House / apartment,49.0,11.0,Drivers,2,0
573,5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,34.0,9.0,Other,3,0
574,5009790,F,N,N,0,198000.0,Pensioner,Secondary,Widow,House / apartment,60.0,0.0,Other,1,0
575,5135819,F,N,Y,0,90000.0,Commercial associate,Secondary,Married,House / apartment,53.0,8.0,Laborers,2,0
576,5092287,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,61.0,0.0,Other,2,0
577,5105743,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,44.0,18.0,High skill tech staff,4,0
578,5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,33.0,8.0,Other,3,0
579,5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,44.0,7.0,Managers,3,0
580,5024352,M,Y,Y,0,585000.0,Commercial associate,Secondary,Married,With parents,46.0,5.0,Drivers,2,0
581,5100027,F,Y,N,0,180000.0,Working,Secondary,Married,House / apartment,53.0,32.0,Medicine staff,2,0
582,5028337,F,Y,N,1,225000.0,Working,Higher education,Not married,With parents,38.0,15.0,Laborers,2,0
583,5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary,Separated,House / apartment,30.0,4.0,Managers,2,0
584,5046126,F,N,Y,0,135000.0,Working,Secondary,Married,House / apartment,56.0,8.0,Managers,2,0
585,5092265,M,N,Y,0,112500.0,Working,Secondary,Civil marriage,House / apartment,49.0,1.0,Security staff,2,0
586,5143319,F,Y,Y,0,112500.0,Pensioner,Secondary,Married,House / apartment,57.0,0.0,Other,2,0
587,5114354,M,Y,N,0,180000.0,Commercial associate,Secondary,Married,Municipal apartment,27.0,8.0,Other,2,0
588,5117248,F,N,Y,2,112500.0,Working,Secondary,Married,House / apartment,36.0,7.0,Laborers,4,0
589,5024386,F,N,N,0,117000.0,Working,Secondary,Married,Municipal apartment,37.0,4.0,Sales staff,2,0
590,5026178,M,Y,Y,0,135000.0,Working,Secondary,Married,House / apartment,53.0,21.0,Laborers,2,0
591,5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,32.0,8.0,Other,4,0
592,5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,32.0,2.0,High skill tech staff,2,0
593,5053872,M,Y,Y,1,157500.0,Working,Secondary,Married,House / apartment,32.0,6.0,Other,3,0
594,5091735,F,Y,Y,0,243000.0,Working,Secondary,Not married,House / apartment,40.0,6.0,Sales staff,1,0
595,5105791,M,N,N,0,121500.0,State servant,Incomplete higher,Not married,House / apartment,25.0,4.0,Laborers,1,0
596,5125928,M,N,Y,1,135000.0,Working,Secondary,Married,House / apartment,32.0,2.0,Laborers,3,0
597,5115662,M,Y,Y,0,225000.0,Commercial associate,Higher education,Not married,House / apartment,44.0,7.0,Sales staff,1,0
598,5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,37.0,3.0,Drivers,4,0
599,5136029,M,Y,N,0,112500.0,State servant,Secondary,Married,House / apartment,54.0,6.0,Laborers,2,0
600,5037157,F,N,Y,0,157500.0,Pensioner,Secondary,Married,House / apartment,63.0,0.0,Other,2,0
601,5046531,M,Y,N,0,202500.0,Pensioner,Higher education,Married,House / apartment,55.0,0.0,Other,2,0
602,5023177,F,N,Y,1,337500.0,Working,Secondary,Civil marriage,House / apartment,49.0,13.0,Laborers,3,0
603,5021967,F,N,N,1,103500.0,Working,Secondary,Married,House / apartment,32.0,3.0,Sales staff,3,0
604,5135530,F,Y,Y,0,99000.0,Pensioner,Secondary,Married,House / apartment,58.0,0.0,Other,2,0
605,5146534,F,Y,N,1,67500.0,State servant,Secondary,Married,House / apartment,42.0,3.0,Core staff,3,0
606,5126101,F,N,Y,0,112500.0,Pensioner,Secondary,Married,House / apartment,58.0,0.0,Other,2,0
607,5088161,F,N,Y,0,270000.0,Working,Secondary,Not married,House / apartment,35.0,3.0,Core staff,1,0
608,5100394,M,N,Y,1,315000.0,Commercial associate,Secondary,Married,House / apartment,34.0,11.0,Core staff,3,0
609,5079035,F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,62.0,0.0,Other,2,0
610,5095631,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,31.0,1.0,Drivers,3,0
611,5113647,F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,34.0,1.0,Managers,2,0
612,5046336,F,N,N,1,85500.0,Working,Secondary,Civil marriage,House / apartment,28.0,2.0,Accountants,3,0
613,5028781,F,N,Y,0,135000.0,Working,Secondary,Married,House / apartment,43.0,8.0,Other,2,0
614,5125730,F,Y,Y,1,119700.0,Working,Higher education,Married,House / apartment,36.0,9.0,Other,3,0
615,5023724,M,Y,N,1,495000.0,Working,Secondary,Married,House / apartment,28.0,1.0,Laborers,3,0
616,5116369,M,N,Y,0,112500.0,Working,Secondary,Married,House / apartment,53.0,10.0,Drivers,2,0
617,5062214,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,36.0,4.0,Accountants,4,0
618,5009023,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,42.0,9.0,Other,4,0
619,5029191,F,N,Y,0,202500.0,Working,Secondary,Married,House / apartment,44.0,8.0,Sales staff,2,0
620,5028946,F,N,Y,0,90000.0,State servant,Secondary,Married,House / apartment,48.0,1.0,Other,2,0
621,5068470,F,N,N,1,108000.0,Commercial associate,Secondary,Married,House / apartment,42.0,2.0,Medicine staff,3,0
622,5045828,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,61.0,0.0,Other,2,0
623,5095930,F,N,N,0,76500.0,Pensioner,Secondary,Married,House / apartment,56.0,0.0,Other,2,0
624,5090049,F,N,Y,0,69372.0,Working,Secondary,Married,House / apartment,44.0,1.0,Laborers,2,0
625,5067730,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,28.0,7.0,Managers,3,0
626,5092239,F,N,N,0,117000.0,Working,Secondary,Married,House / apartment,57.0,6.0,Other,2,0
627,5105560,F,N,Y,0,202500.0,Commercial associate,Secondary,Civil marriage,House / apartment,46.0,12.0,Sales staff,2,0
628,5099914,F,N,Y,2,126000.0,Working,Secondary,Married,House / apartment,27.0,4.0,Sales staff,4,0
629,5053032,F,N,Y,0,135000.0,Pensioner,Secondary,Married,House / apartment,57.0,0.0,Other,2,0
630,5150038,M,N,N,0,180000.0,Working,Secondary,Not married,With parents,35.0,4.0,Drivers,1,0
631,5053678,F,Y,Y,0,225000.0,Commercial associate,Secondary,Not married,House / apartment,33.0,4.0,High skill tech staff,1,0
632,5087538,M,N,Y,0,81000.0,Commercial associate,Higher education,Not married,House / apartment,27.0,5.0,Laborers,1,0
633,5050440,F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House / apartment,36.0,8.0,Other,3,0
634,5096670,F,N,N,0,90000.0,Pensioner,Secondary,Widow,House / apartment,59.0,0.0,Other,1,0
635,5061611,M,Y,Y,1,225000.0,Working,Secondary,Married,House / apartment,31.0,2.0,Drivers,3,0
636,5065342,F,N,Y,0,157500.0,Pensioner,Secondary,Married,House / apartment,62.0,0.0,Other,2,0
637,5041066,F,N,Y,0,103500.0,Working,Secondary,Not married,House / apartment,48.0,6.0,Sales staff,1,0
638,5105819,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,32.0,1.0,Managers,4,0
639,5135460,F,N,Y,3,37800.0,Pensioner,Secondary,Married,House / apartment,36.0,0.0,Other,5,0
640,5009319,F,Y,N,0,135000.0,Pensioner,Secondary,Married,House / apartment,55.0,0.0,Other,2,0
641,5091006,F,N,Y,0,157500.0,Commercial associate,Secondary,Married,House / apartment,47.0,9.0,Laborers,2,0
642,5050852,M,N,N,0,180000.0,Commercial associate,Higher education,Not married,House / apartment,26.0,4.0,High skill tech staff,1,0
643,5117202,F,N,Y,0,135000.0,Working,Secondary,Not married,House / apartment,37.0,0.0,Sales staff,1,0
644,5074739,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,36.0,10.0,Core staff,3,0
645,5009472,F,N,N,0,157500.0,Working,Secondary,Married,House / apartment,54.0,27.0,Other,2,0
646,5135378,F,N,Y,0,387000.0,Commercial associate,Secondary,Married,House / apartment,55.0,14.0,Sales staff,2,0
647,5135489,M,Y,Y,2,225000.0,Working,Secondary,Married,House / apartment,28.0,9.0,Laborers,4,0
648,5067016,M,N,Y,0,225000.0,Working,Secondary,Not married,House / apartment,27.0,1.0,Drivers,1,0
649,5024097,F,Y,N,0,126000.0,State servant,Incomplete higher,Not married,House / apartment,33.0,14.0,Core staff,1,0
650,5008865,F,Y,Y,2,135000.0,Working,Secondary,Married,House / apartment,43.0,9.0,Laborers,4,0
651,5116640,F,N,Y,1,202500.0,Working,Secondary,Married,House / apartment,43.0,2.0,Other,3,0
652,5089770,M,Y,Y,2,225000.0,Working,Secondary,Married,House / apartment,30.0,7.0,Laborers,4,0
653,5009118,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43.0,1.0,Other,1,0
654,5042296,M,Y,Y,1,202500.0,Working,Secondary,Married,House / apartment,42.0,6.0,Drivers,3,0
655,5010185,M,N,N,1,247500.0,Working,Secondary,Not married,House / apartment,46.0,18.0,Laborers,2,0
656,5090509,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,30.0,0.0,Managers,2,0
657,5113006,M,Y,N,1,112500.0,Working,Secondary,Married,House / apartment,54.0,6.0,Laborers,3,0
658,5026368,M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,37.0,15.0,Other,3,0
659,5095905,F,N,N,0,135000.0,State servant,Secondary,Not married,House / apartment,42.0,4.0,Core staff,1,0
660,5113440,F,N,Y,0,207000.0,Working,Secondary,Not married,House / apartment,51.0,7.0,Cooking staff,1,0
661,5069289,F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,41.0,9.0,Core staff,2,0
662,5135938,F,Y,N,2,315000.0,Working,Secondary,Married,House / apartment,43.0,10.0,Sales staff,4,0
663,5118026,F,N,N,0,315000.0,Commercial associate,Secondary,Married,House / apartment,37.0,9.0,High skill tech staff,2,0
664,5053524,F,N,Y,0,112500.0,Working,Secondary,Married,House / apartment,40.0,7.0,Managers,2,0
665,5010567,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,28.0,5.0,Sales staff,2,0
666,5046003,F,N,Y,1,225000.0,Working,Secondary,Not married,House / apartment,41.0,9.0,Private service staff,2,0
667,5118225,M,Y,N,0,225000.0,Working,Secondary,Civil marriage,Office apartment,57.0,9.0,Laborers,2,0
668,5036187,F,Y,Y,1,157500.0,Pensioner,Secondary,Married,House / apartment,57.0,0.0,Other,3,0
669,5050635,F,N,N,0,225000.0,State servant,Secondary,Married,House / apartment,37.0,8.0,Managers,2,0
670,5067444,F,Y,Y,0,135000.0,Pensioner,Secondary,Married,House / apartment,63.0,0.0,Other,2,0
671,5088805,M,Y,Y,0,225000.0,State servant,Secondary,Married,House / apartment,38.0,10.0,High skill tech staff,2,0
672,5117331,F,Y,Y,0,270000.0,Commercial associate,Secondary,Separated,House / apartment,41.0,6.0,Sales staff,1,0
673,5045113,F,N,Y,0,202500.0,Pensioner,Secondary,Widow,House / apartment,58.0,0.0,Other,1,0
674,5067281,M,N,Y,1,135000.0,Working,Secondary,Civil marriage,House / apartment,36.0,7.0,Other,3,0
675,5137385,F,N,N,0,112500.0,Pensioner,Secondary,Civil marriage,House / apartment,64.0,0.0,Other,2,0
676,5066832,F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,60.0,0.0,Other,2,0
677,5041520,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,44.0,2.0,Other,1,0
678,5023092,F,N,N,0,202500.0,Working,Secondary,Separated,House / apartment,46.0,11.0,Laborers,1,0
679,5079016,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,27.0,3.0,Managers,4,0
680,5035682,F,Y,Y,0,135000.0,Working,Secondary,Civil marriage,House / apartment,45.0,23.0,Laborers,2,0
681,5139761,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,65.0,21.0,Laborers,2,0
682,5041681,F,N,N,0,94500.0,Pensioner,Secondary,Married,House / apartment,44.0,0.0,Other,2,0
683,5033906,M,Y,Y,0,90000.0,Pensioner,Secondary,Married,House / apartment,50.0,0.0,Other,2,0
684,5029251,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,38.0,12.0,Laborers,2,0
685,5091824,M,N,Y,0,270000.0,Commercial associate,Secondary,Not married,House / apartment,40.0,16.0,Laborers,1,0
686,5132569,F,N,Y,1,112500.0,Commercial associate,Secondary,Civil marriage,House / apartment,41.0,4.0,Sales staff,3,0
687,5021490,M,N,Y,0,135000.0,Working,Secondary,Not married,House / apartment,29.0,2.0,Sales staff,1,0
688,5035859,F,N,Y,0,270000.0,Commercial associate,Secondary,Not married,House / apartment,58.0,7.0,Accountants,1,0
689,5022025,M,Y,Y,0,112500.0,Working,Secondary,Not married,House / apartment,27.0,4.0,Other,1,0
690,5116613,M,N,Y,0,225000.0,Commercial associate,Secondary,Married,House / apartment,32.0,10.0,Other,2,0
691,5115884,F,N,Y,0,54000.0,Pensioner,Higher education,Married,House / apartment,67.0,0.0,Other,2,0
692,5010303,F,N,Y,0,189000.0,Commercial associate,Secondary,Married,House / apartment,55.0,17.0,Other,2,0
693,5142496,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,42.0,8.0,Private service staff,3,0
694,5046398,F,N,Y,0,157500.0,Pensioner,Secondary,Not married,House / apartment,66.0,0.0,Other,1,0
695,5125585,F,N,Y,0,121500.0,Pensioner,Secondary,Married,House / apartment,62.0,0.0,Other,2,0
696,5113302,M,N,Y,1,180000.0,Working,Higher education,Married,With parents,43.0,5.0,Cooking staff,3,0
697,5139321,F,N,Y,0,121500.0,Pensioner,Higher education,Widow,House / apartment,66.0,0.0,Other,1,0
698,5053918,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,40.0,7.0,Managers,2,0
699,5067102,F,N,N,0,180000.0,Commercial associate,Secondary,Not married,Municipal apartment,46.0,12.0,Sales staff,1,0
700,5022118,M,N,Y,0,315000.0,Working,Secondary,Married,House / apartment,54.0,3.0,Laborers,2,0
701,5022954,M,Y,Y,0,112500.0,Working,Secondary,Married,House / apartment,50.0,1.0,Other,2,0
702,5047667,F,N,N,0,90000.0,Commercial associate,Secondary,Married,House / apartment,24.0,1.0,Other,2,0
703,5091718,F,Y,Y,0,90000.0,Commercial associate,Secondary,Married,House / apartment,39.0,6.0,Medicine staff,2,0
704,5009586,F,N,N,0,45000.0,Working,Secondary,Separated,House / apartment,39.0,2.0,Sales staff,1,0
705,5097170,M,Y,Y,0,180000.0,State servant,Secondary,Married,House / apartment,26.0,7.0,Drivers,2,0
706,5022015,M,Y,Y,0,112500.0,Working,Secondary,Not married,House / apartment,27.0,4.0,Other,1,0
707,5062594,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,25.0,0.0,Core staff,3,0
708,5028726,M,N,Y,0,360000.0,Commercial associate,Secondary,Married,House / apartment,34.0,11.0,Managers,2,0
709,5033831,M,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,53.0,2.0,Laborers,2,0
710,5046086,F,Y,Y,0,99000.0,Working,Secondary,Married,House / apartment,58.0,6.0,Other,2,0
711,5135946,M,N,Y,0,270000.0,Working,Higher education,Not married,House / apartment,42.0,9.0,Laborers,1,0
712,5149592,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,34.0,5.0,Core staff,2,0
713,5024103,M,N,Y,0,191399.33,Working,Secondary,Married,House / apartment,55.0,7.0,Security staff,2,0
714,5009845,M,Y,N,0,180000.0,Working,Secondary,Married,House / apartment,44.0,0.0,Security staff,2,0
715,5117716,M,Y,N,0,315000.0,Working,Secondary,Married,House / apartment,46.0,14.0,Drivers,2,0
716,5096169,F,N,N,0,112500.0,Commercial associate,Secondary,Married,House / apartment,54.0,2.0,High skill tech staff,2,0
717,5139823,M,N,Y,0,108000.0,Working,Secondary,Married,House / apartment,44.0,20.0,Laborers,2,0
718,5067542,F,N,Y,0,180000.0,Commercial associate,Secondary,Married,House / apartment,58.0,7.0,Other,2,0
719,5090871,F,N,N,2,225000.0,Working,Secondary,Married,House / apartment,39.0,3.0,Medicine staff,4,0
720,5033729,M,Y,Y,0,90000.0,Working,Secondary,Married,House / apartment,33.0,15.0,Laborers,2,0
721,5037212,M,Y,Y,0,292500.0,State servant,Higher education,Married,House / apartment,35.0,6.0,High skill tech staff,2,0
722,5116319,F,N,Y,2,157500.0,Working,Secondary,Married,House / apartment,39.0,5.0,Laborers,4,0
723,5146318,F,N,Y,0,135000.0,Working,Secondary,Separated,House / apartment,40.0,4.0,Other,1,0
724,5042082,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,53.0,5.0,Accountants,2,0
725,5091416,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44.0,8.0,Managers,2,0
726,5041675,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,32.0,4.0,Managers,3,0
727,5048425,F,N,Y,0,171000.0,Working,Secondary,Not married,House / apartment,54.0,23.0,Accountants,1,0
728,5145965,F,N,N,2,130500.0,Working,Secondary,Married,House / apartment,42.0,10.0,Sales staff,4,0
729,5126543,F,Y,N,0,112500.0,Working,Secondary,Married,House / apartment,28.0,9.0,Laborers,2,0
730,5033881,M,Y,N,1,202500.0,Commercial associate,Incomplete higher,Married,House / apartment,30.0,10.0,Laborers,3,0
731,5068378,F,N,Y,1,126000.0,Working,Higher education,Married,House / apartment,35.0,4.0,Sales staff,3,0
732,5029194,M,Y,Y,0,225000.0,Working,Secondary,Married,House / apartment,53.0,8.0,Laborers,2,0
733,5010025,F,N,Y,0,135000.0,Working,Secondary,Married,House / apartment,57.0,6.0,Laborers,2,0
734,5091016,F,N,Y,1,112500.0,Working,Secondary,Married,House / apartment,39.0,12.0,Cooking staff,3,0
735,5149744,F,N,Y,1,105750.0,Working,Secondary,Married,With parents,35.0,4.0,Cleaning staff,3,0
736,5117561,F,N,N,0,135000.0,Working,Secondary,Married,House / apartment,44.0,2.0,Laborers,2,0
737,5089760,M,Y,Y,0,180000.0,State servant,Higher education,Not married,House / apartment,22.0,2.0,Other,1,0
738,5053642,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,56.0,5.0,Managers,2,0
739,5089934,M,Y,N,0,157500.0,Commercial associate,Secondary,Married,House / apartment,53.0,14.0,Laborers,2,0
740,5143465,F,N,Y,0,90000.0,Pensioner,Secondary,Not married,House / apartment,64.0,0.0,Other,1,0
741,5125127,F,N,Y,0,112500.0,Working,Secondary,Not married,House / apartment,44.0,5.0,Managers,1,0
742,5113163,F,Y,Y,1,180000.0,Working,Secondary,Married,House / apartment,34.0,10.0,Other,3,0
743,5116883,M,Y,Y,0,225000.0,Working,Secondary,Married,House / apartment,49.0,4.0,Laborers,2,0
